amplicon	LWR	fract	aLWR	afract	taxopath	TAX1	TAX2	TAX3	TAX4	TAX5	TAX6
77b9431b147a5495e85093bc8e50dd24d1b71ebf;size=870	0.7512	0.7512	0.7512	0.7512	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
2cab0e1a84161ef0aa3ba4a4979deee271d15b0e;size=14	0.6131	0.6178	0.859	0.8655	Eukaryota;SAR;Alveolata;Perkinsea;NAG01	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	NA
cdf5465bf98f09ec8fa510c35f65b3172b9b6caf;size=13	0.9821	0.9823	0.9822	0.9824	Eukaryota;SAR;Alveolata;Perkinsea;NAG01	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	NA
b8ad193dc80b1218af10410b2531d994bddfc216;size=282	0.9673	0.9755	0.9673	0.9755	Eukaryota;SAR;Alveolata;Perkinsea;NAG01	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	NA
11815dfd2b5c8654f552aa52ed1040ee63259902;size=84	0.9192	0.9231	0.9194	0.9233	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
1c13c3599208031a78311b8164443b719ddc4dea;size=18	0.9323	0.9368	0.9323	0.9368	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
31af61f4df6b91cad9bd6c3fdab03dadc64f3eac;size=27	0.907	0.9252	0.907	0.9253	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
1fe12e1614878005c344e956fa02324590bb87a9;size=11	0.9198	0.9287	0.9198	0.9288	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0c4b5a515cb7d763eefe88c58d4dd7ab7fc86e3f;size=12	0.9481	0.9742	0.9623	0.9888	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
ab1c7ed19ac1a199041de59a865ab049ee0a5cf3;size=28	0.9659	0.9698	0.9659	0.9698	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
af5bfb7569a415b143dc26bae958d8317da34619;size=11	0.8755	0.8822	0.9234	0.9304	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
a795203c97df4d3ed4f7006f157f8d88f3c1a60c;size=13	0.9229	0.9277	0.923	0.9278	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
bdfa050204be1c1e307dfac62b1e04a584f27929;size=158	0.9628	0.9638	0.9628	0.9638	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
132bd78aaf1b823d9ee02c431458be72e560bf47;size=693	0.9668	0.9765	0.9669	0.9766	Eukaryota;SAR;Alveolata;Perkinsea;NAG01	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	NA
743f123a30a0ba254bc2e83c21c1dbdd7a3ae1d6;size=136	0.5878	0.591	0.921	0.9261	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
01c13838411c772418e54939536b8b56a74625e4;size=43	0.9239	0.9248	0.9279	0.9288	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
7f2a3f369803601b8259c2033325e37c83823928;size=24	0.9873	0.9882	0.9873	0.9882	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
850982e6008bd33a2f0bbbdbc4ad81186fbd749f;size=501	0.8704	0.8716	0.9687	0.9701	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c536f4990ae378468cb36280fa10ae784d7eb0ec;size=29	0.9565	0.963	0.9565	0.963	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
46ca3819d725c14b32f527cec04d2dc48342d9ff;size=13	0.5971	0.5981	0.9288	0.9304	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
82af52c1de495a5572c70bdcf6715b33cdf1f0bf;size=13	0.96	0.9725	0.96	0.9725	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
f12ef025a9bafb5f4918f956e4f711a98950b5b4;size=28	0.5392	0.5401	0.9324	0.9339	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e3db0d3a29430b026acaa1e384546b7b1debf711;size=33	0.9328	0.9329	0.9379	0.938	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
2362b3add85a925c97e405e3adf2f6bcec062882;size=232	0.6112	0.612	0.9808	0.9821	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c86f5dcbaed716e4825e488d689f5896c25d73fa;size=91	0.9763	0.9763	0.9763	0.9763	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
345d12bbb01a3081500ce281970e534ef710fa81;size=16	0.7872	0.8045	0.9283	0.9487	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e6532652991fe9aa36e2218ad5f928eabb613406;size=10	0.9453	0.9472	0.9454	0.9472	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e171e34a175b7f5405d9cef0d1360744961e80f1;size=124	0.6606	0.6674	0.6606	0.6674	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Freshwater environmental sequence
6386d44f78e90e91bb996bdd2e27e657b46e9c10;size=43	0.5897	0.5906	0.9337	0.935	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
aae3dc39ec26a29d74bea40879ea967de356f9ba;size=830	0.5867	0.5867	0.5867	0.5867	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Freshwater environmental sequence
c0b3ad232c50873f5c3a368d59c5d780033bc9e5;size=800	0.9653	0.9746	0.9653	0.9746	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0a203b461eb857df252971debcac8b68b5fee8bb;size=17	0.9962	0.9962	0.9963	0.9963	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
274a5ba3600973f92abfdc200e87f3b3dbdad14e;size=21	0.7088	0.7265	0.8969	0.9193	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e025d7fbaa26b09af5eac962ae1287b2590fd124;size=19	0.9877	0.9896	0.9877	0.9896	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
830fa308d10c34a1adf01ed64d6596a49317b0cb;size=68	0.8973	0.9077	0.9132	0.9239	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
43499bc4f9a78a930911b9835f0e3051a9e1b948;size=2990	0.9234	0.9467	0.9552	0.9793	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
a9632e81948668d79830d7240ef1367f8aecbd45;size=103	0.7681	0.8645	0.8618	0.9699	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
968f83e7dba257c5dc438254f856f3bf4a313d48;size=16	0.5744	0.5818	0.972	0.9845	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
6fae17392f1d5a0b34531a932d38b3ad4dc2219c;size=209	0.8573	0.946	0.8803	0.9714	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
dc10fd91412eaa0f5a60bab13fbb055da076ede9;size=28	0.6653	0.6718	0.9904	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
9bc4003e872992803d3ae0245fe9a79d0b06c58b;size=10	0.5539	0.5614	0.9747	0.9881	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
6d8aa95d2f5131351eb8fd2e32d8a6f424755f27;size=31	0.7021	0.8158	0.8474	0.9847	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e14483ba98e9f3d56e3b47d4d8863a7725f3c271;size=102	0.5667	0.5676	0.9985	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
a45c628b4748b91a5d13dab1e8c72dbdaa510c06;size=22	0.9237	0.9363	0.9803	0.9937	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e9dd11c9695b50056f8b66e1ce2c5074e56a50d8;size=245	0.8141	0.859	0.9167	0.9673	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
9bb7147a4f9d76a26a9a91a6ec7d6bdbbdf5caeb;size=18	0.926	0.9634	0.9442	0.9824	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c0bdfca399377836476143d82b0cc3665efd0d2b;size=74	0.918	0.9245	0.9181	0.9246	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
f01dd32e4929a9662c957ce50b1a96b6132ffb03;size=27	0.7472	0.7499	0.9932	0.9968	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
39332bc58fb9ad88458a955cdbf3a288f8a242e2;size=3831	0.7389	0.7451	0.9854	0.9938	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
4e272b08f564001a5ca5e2229caf3b386942026d;size=44	0.7017	0.7379	0.9485	0.9973	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
ceb4c90dfb38e6c0faad8490977a0ad2e72504a4;size=489	0.9254	0.9266	0.9255	0.9266	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
049f67a580bb426ab1440bd15bfb23e8edad1e9d;size=14	0.7803	0.8041	0.8541	0.8801	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
0f2f13131ee2038435cc263b6b7fd94d6cb9e6db;size=78	0.7893	0.8697	0.8931	0.9841	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0d07f325a8bd1995d41ad3952857e71936e52ca0;size=23	0.9195	0.9195	0.9195	0.9195	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
7e3fc193c348e0f0fdd7783d01ecbf1d3e8db22a;size=15	0.5555	0.5593	0.5555	0.5593	Eukaryota;SAR;Alveolata;Perkinsea;PERK03	Eukaryota	SAR	Alveolata	Perkinsea	PERK03	NA
7325b44a692100d1ac5f88d897b0f0eeea0ccdbc;size=98	0.9568	0.9568	0.9568	0.9568	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
70b4ecb57230a5bb280c71317e6fa6888974a5da;size=30	0.6506	0.6833	0.9494	0.9971	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
b0605f20a78f08393846492e254968da7151a702;size=11	0.5448	0.5448	1	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
dc91d542211d32a937e6eda3d1bb4e0ac751dd7a;size=33	0.9267	0.9267	0.9267	0.9267	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
de3ac6a3a6abb7b1400c9afb0b994db962189895;size=562	0.7601	0.7692	0.9802	0.9919	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
ab8dd34a0c6ecc2442ebc4b999cc10c786ef2099;size=13	0.7922	0.7924	0.7922	0.7924	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
c9e0e5340eb8f8bbbb96eed5849535a911cc771d;size=45	0.8792	0.8792	0.8792	0.8792	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
a63a2c97415fd13eba48e299dd7d7f8a7440df2e;size=186	0.7475	0.7582	0.9736	0.9876	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e60f4465b1fabddcc1f524bf96f2d33f25c8c2ce;size=43	0.8179	0.8409	0.9643	0.9914	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
daac8e9d865680b96dcec01ebc62967510f83602;size=5388	0.9991	0.9991	0.9991	0.9991	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
448f3e9111886f8bf23af685fe61fef906dbd30c;size=13	0.7869	0.7869	0.7869	0.7869	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
afc29ce4ff4965a0e575a3e08166b90062e79551;size=43	0.7131	0.7132	0.7131	0.7132	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
34d60b47a9f6893133b82db64a08f02dafa35130;size=143	0.9019	0.9019	0.9019	0.9019	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
334e626868cd8da2d23b735c9d2c6f477c64bb84;size=35	0.907	0.907	0.907	0.907	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
25293b9b02d39c49e7927eec34908f383c6d61b8;size=12	0.8536	0.8536	0.8536	0.8536	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
ffa46eb6b39f871e183c33a977cd55ee1cea3958;size=57	0.8185	0.8295	0.9863	0.9995	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0bd037ef426ea7025c3e032e6f22cda8dddf0cd9;size=11	0.6888	0.6888	0.6888	0.6888	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
6feffcd937713dc220aaefe5b6e610beb6d8891d;size=16	0.954	0.954	0.954	0.954	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
a754fa83604a88613483f0de1a87e59ca4bf2fa5;size=130	0.6917	0.6946	0.7039	0.7068	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
6ed8f43c5f43b72ac38d0eb144f06653a916e408;size=24	0.6146	0.6361	0.9661	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
2a0062dbf3f63e6df5319350cd95f0eefdff1351;size=12	0.75	0.7629	0.9713	0.988	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
9a5d06083db7925032eaf4a8af5e7812ced50b63;size=34	0.8989	0.8989	0.8989	0.8989	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
029665d79fe099d36bb6fcb9ae2d32217cb926e2;size=57	0.6776	0.6871	0.9861	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
10798b1ab5bd9473ea92159f29435486bfa6aaab;size=10	0.6915	0.6915	0.6915	0.6915	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
a8e9838470f71682192dfe30ea37b448343a6a93;size=203	0.9674	0.9728	0.9712	0.9766	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
2b0381e43a264fdbf82f21db19a7a36ce45eeec1;size=48	0.8075	0.8659	0.9019	0.9672	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0e66d61088d6e5df91f4e2cc2ba4fe1f0c819c66;size=153	0.7975	0.874	0.8851	0.97	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0e0b75bac57466fd4123047a258fa8fa4725f60c;size=19	0.8107	0.8634	0.9296	0.99	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
69bd6ed571482ceb70d8f986a51a3447b0292892;size=119	0.8554	0.8782	0.9398	0.9649	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
de2afe32e2440304a009e3e83a4ce6a2ab6b50c0;size=11	0.6871	0.7019	0.9789	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
30a63c1ac06794a986d351b6e881661e53323ba1;size=91	0.7836	0.9539	0.7936	0.966	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
8aebec024e5443eba712bb7ba7a02e94dfce05f8;size=15	0.8846	0.8968	0.9836	0.9972	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
2c71da3a6e41c6e1d5802365b41cdd20927c408e;size=309	0.9426	0.9566	0.9671	0.9815	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c9058c85d8b65665a3a16aafc5bd595ed368ed1d;size=82	0.6435	0.6444	0.6435	0.6444	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
d3ca0acbcfb6b2284057173cd8d2149f4ad88601;size=16	0.9706	0.9812	0.9706	0.9813	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c358a408ca1df23b995b5b98487106b229247c2b;size=319	0.5715	0.5717	0.9996	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
a8012507a06a70eb6de50f7a5e0577f9a3ccb92b;size=53	0.7335	0.7406	0.9881	0.9977	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
7ffdb932ac58524dbc11238b226cb0499edceeff;size=11	0.7952	0.8138	0.9614	0.9839	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
7210331b72e306ffa3e4d22250e88ee8aa9caad6;size=244	0.7314	0.7413	0.9866	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
19a02e8c456062037d6449f0b1f05803484e84cf;size=123	0.6231	0.6399	0.9738	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
405bbb0478e7a201aa1efafea91e7c154896e219;size=21	0.5872	0.596	0.9846	0.9994	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d4e6ab1430e32593362fb89656986ee33fd700ff;size=13	0.9681	0.9726	0.9735	0.978	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
20eea2d04ec5efa858a08a73b19a5fe632bd55aa;size=135	0.9515	0.9789	0.9667	0.9945	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
7f44e770f978cc998aa7907e34727df78f4e6406;size=19	0.7685	0.7686	0.7685	0.7686	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
ae700261183299782b68cb6c49a3b8db8cb4cc1e;size=12284	0.7268	0.7284	0.9618	0.9638	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
6488631716e40cb4edf17b2273021a02d1cc4557;size=6264	0.948	0.9517	0.9556	0.9593	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
32ee27820f8a66495b25587c27996e5dbffe8cd9;size=190	0.9992	0.9999	0.9992	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
d845566d79a3de3eedfec8df2bad8fc81da047ee;size=5606	0.9585	0.9785	0.9591	0.9792	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
f0a0dcfa9cf55b20ef4aa1ad63149ffc03029290;size=17	0.9125	0.913	0.9981	0.9986	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
45172ffa3a6271e4ec0ef24339f500dfe67826f9;size=14	0.9881	0.9897	0.9984	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
dbe4ba7927ea428c387b30f69324383c61cfdb47;size=203	0.8924	0.9054	0.9274	0.9408	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
f425cbcc63b2524810b7c5303e0d0a2866fd21e9;size=15179	0.9694	0.9702	0.9779	0.9787	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
75e7b0d871c9c22a9c416bddcdeb3d5ca2ae97ac;size=1302	0.9808	0.9844	0.9808	0.9845	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
4ad313ef07be4630a8fe3ff9f33cf319fdd67c08;size=952	0.9559	0.9588	0.9626	0.9656	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
d6bf0d9c8edda1aad14b7c81834fa26568780fc8;size=168	0.9927	0.9974	0.9927	0.9974	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
8520b8394b062ec3a25033ea03b35a01bd734543;size=2263	0.9762	0.9768	0.984	0.9846	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
b355b20be195eda3886768b2fb47b92c9efce901;size=12	0.9724	0.9832	0.9725	0.9832	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
e5e07fdba41c471e2ae39c6bcc1558cfa7c91c60;size=16	0.7633	0.7822	0.9308	0.9537	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
b5c019f8c13dfbdf18f79db58ef13144c70740a1;size=40	0.9333	0.9355	0.9511	0.9534	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
ea553fe58e0c510dc90f172716d3c993c19ce96b;size=181	0.9741	0.9764	0.9743	0.9766	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
c04746aab939bc83b8648c7e708505d1b221d11a;size=271	0.7715	0.7856	0.9551	0.9726	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
585cc9653a44581e9d50d59f65f26f176928ef2d;size=13	0.7828	0.7939	0.9374	0.9506	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
b723b5d39d32d07d0808901943ef136f75d16317;size=359	0.9582	0.96	0.9853	0.9871	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
ef8973ab20bd5b779948dd6ba7ac386ee7f0c0ef;size=119	0.9949	1	0.9949	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
c3c5b8c3b21f510c37c517267ceea37dca956f9b;size=1012	0.9849	0.9917	0.9849	0.9918	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
e114e0836807ff87ad2b2f4406df5184a829a2d2;size=12	0.8069	0.8074	0.8069	0.8074	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
3c579b6aa500cc52a1a5376e9619bafc27402d22;size=21	0.5713	0.5764	0.5713	0.5764	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
